case_id,bus_name,direction,width,signedness,declared_msb,declared_lsb,bit_order,member_signal_names,member_canonical_node_ids,role,mode
bitmanip_rotate_left_w8,y,output,8,unsigned,7,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",output,ground_truth_bus_mode
bitmanip_shift_left_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
bitmanip_shift_left_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
bitmanip_shift_left_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
bitmanip_shift_left_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
bitmanip_shift_left_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
bitmanip_shift_left_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
bitmanip_shift_left_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
bitmanip_shift_left_w6,y,output,6,unsigned,5,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",output,ground_truth_bus_mode
bitmanip_shift_left_w8,a,input,8,unsigned,7,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",data_operand,ground_truth_bus_mode
bitmanip_shift_left_w8,y,output,8,unsigned,7,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",output,ground_truth_bus_mode
bitmanip_shift_right_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
bitmanip_shift_right_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
bitmanip_shift_right_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
bitmanip_shift_right_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
bitmanip_shift_right_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
bitmanip_shift_right_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
bitmanip_shift_right_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
bitmanip_shift_right_w6,y,output,6,unsigned,5,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",output,ground_truth_bus_mode
bitmanip_shift_right_w8,a,input,8,unsigned,7,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",data_operand,ground_truth_bus_mode
bitmanip_shift_right_w8,y,output,8,unsigned,7,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",output,ground_truth_bus_mode
bitmanip_sign_extend_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
bitmanip_sign_extend_w2,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
bitmanip_sign_extend_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
bitmanip_sign_extend_w3,y,output,6,unsigned,5,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",output,ground_truth_bus_mode
bitmanip_sign_extend_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
bitmanip_sign_extend_w4,y,output,8,unsigned,7,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",output,ground_truth_bus_mode
bitmanip_sign_extend_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
bitmanip_sign_extend_w6,y,output,12,unsigned,11,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11""]",output,ground_truth_bus_mode
bitmanip_sign_extend_w8,a,input,8,unsigned,7,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",data_operand,ground_truth_bus_mode
bitmanip_sign_extend_w8,y,output,16,unsigned,15,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15""]",output,ground_truth_bus_mode
bitmanip_slice_low_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
bitmanip_slice_low_w2,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
bitmanip_slice_low_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
bitmanip_slice_low_w3,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
bitmanip_slice_low_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
bitmanip_slice_low_w4,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
bitmanip_slice_low_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
bitmanip_slice_low_w6,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
bitmanip_slice_low_w8,a,input,8,unsigned,7,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",data_operand,ground_truth_bus_mode
bitmanip_slice_low_w8,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
bitmanip_zero_extend_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
bitmanip_zero_extend_w2,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
bitmanip_zero_extend_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
bitmanip_zero_extend_w3,y,output,6,unsigned,5,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",output,ground_truth_bus_mode
bitmanip_zero_extend_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
bitmanip_zero_extend_w4,y,output,8,unsigned,7,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",output,ground_truth_bus_mode
bitmanip_zero_extend_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
bitmanip_zero_extend_w6,y,output,12,unsigned,11,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11""]",output,ground_truth_bus_mode
bitmanip_zero_extend_w8,a,input,8,unsigned,7,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",data_operand,ground_truth_bus_mode
bitmanip_zero_extend_w8,y,output,16,unsigned,15,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15""]",output,ground_truth_bus_mode
boolean_bitwise_and_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_and_w2,b,input,2,unsigned,1,0,lsb_to_msb,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_and_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
boolean_bitwise_and_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_and_w3,b,input,3,unsigned,2,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2""]","[""b_0"",""b_1"",""b_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_and_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
boolean_bitwise_and_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_and_w4,b,input,4,unsigned,3,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2"",""b_3""]","[""b_0"",""b_1"",""b_2"",""b_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_and_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
boolean_bitwise_or_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_or_w2,b,input,2,unsigned,1,0,lsb_to_msb,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_or_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
boolean_bitwise_or_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_or_w3,b,input,3,unsigned,2,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2""]","[""b_0"",""b_1"",""b_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_or_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
boolean_bitwise_or_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_or_w4,b,input,4,unsigned,3,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2"",""b_3""]","[""b_0"",""b_1"",""b_2"",""b_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_or_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
boolean_bitwise_xnor_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xnor_w2,b,input,2,unsigned,1,0,lsb_to_msb,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xnor_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
boolean_bitwise_xnor_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xnor_w3,b,input,3,unsigned,2,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2""]","[""b_0"",""b_1"",""b_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xnor_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
boolean_bitwise_xnor_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xnor_w4,b,input,4,unsigned,3,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2"",""b_3""]","[""b_0"",""b_1"",""b_2"",""b_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xnor_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
boolean_bitwise_xor_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xor_w2,b,input,2,unsigned,1,0,lsb_to_msb,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xor_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
boolean_bitwise_xor_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xor_w3,b,input,3,unsigned,2,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2""]","[""b_0"",""b_1"",""b_2""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xor_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
boolean_bitwise_xor_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xor_w4,b,input,4,unsigned,3,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2"",""b_3""]","[""b_0"",""b_1"",""b_2"",""b_3""]",data_operand,ground_truth_bus_mode
boolean_bitwise_xor_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
boolean_masked_and_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w2,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
boolean_masked_and_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w3,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
boolean_masked_and_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w4,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
boolean_masked_and_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w6,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_and_w6,y,output,6,unsigned,5,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",output,ground_truth_bus_mode
boolean_masked_xor_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w2,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w2,y,output,2,unsigned,1,0,lsb_to_msb,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",output,ground_truth_bus_mode
boolean_masked_xor_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w3,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w3,y,output,3,unsigned,2,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",output,ground_truth_bus_mode
boolean_masked_xor_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w4,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w4,y,output,4,unsigned,3,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",output,ground_truth_bus_mode
boolean_masked_xor_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w6,mask,input,1,unsigned,0,0,lsb_to_msb,"[""mask""]","[""mask""]",data_operand,ground_truth_bus_mode
boolean_masked_xor_w6,y,output,6,unsigned,5,0,lsb_to_msb,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",output,ground_truth_bus_mode
boolean_parity_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
boolean_parity_w2,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
boolean_parity_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
boolean_parity_w3,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
boolean_parity_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
boolean_parity_w4,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
boolean_parity_w6,a,input,6,unsigned,5,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",data_operand,ground_truth_bus_mode
boolean_parity_w6,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
boolean_parity_w8,a,input,8,unsigned,7,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",data_operand,ground_truth_bus_mode
boolean_parity_w8,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
comparison_eq_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
comparison_eq_w2,b,input,2,unsigned,1,0,lsb_to_msb,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",data_operand,ground_truth_bus_mode
comparison_eq_w2,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
comparison_eq_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
comparison_eq_w3,b,input,3,unsigned,2,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2""]","[""b_0"",""b_1"",""b_2""]",data_operand,ground_truth_bus_mode
comparison_eq_w3,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
comparison_eq_w4,a,input,4,unsigned,3,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",data_operand,ground_truth_bus_mode
comparison_eq_w4,b,input,4,unsigned,3,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2"",""b_3""]","[""b_0"",""b_1"",""b_2"",""b_3""]",data_operand,ground_truth_bus_mode
comparison_eq_w4,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
comparison_neq_w2,a,input,2,unsigned,1,0,lsb_to_msb,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",data_operand,ground_truth_bus_mode
comparison_neq_w2,b,input,2,unsigned,1,0,lsb_to_msb,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",data_operand,ground_truth_bus_mode
comparison_neq_w2,y,output,1,unsigned,0,0,lsb_to_msb,"[""y""]","[""y""]",output,ground_truth_bus_mode
comparison_neq_w3,a,input,3,unsigned,2,0,lsb_to_msb,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",data_operand,ground_truth_bus_mode
comparison_neq_w3,b,input,3,unsigned,2,0,lsb_to_msb,"[""b_0"",""b_1"",""b_2""]","[""b_0"",""b_1"",""b_2""]",data_operand,ground_truth_bus_mode
