benchmark,circuit,optimization,path_length,path_index,optimized_node,optimized_depth,optimized_level,mapped_original_node,mapping_category,confidence,distance,combined_score,support_overlap,simulation_similarity,rank,distance_mode,is_formal_distance,approx_threshold,explanation
external_iscas85_c432,c432,resyn,25,18,new_n140,18,18,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn,25,19,G428,19,19,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn,25,20,new_n144,20,20,new_n176,exact_signature_match,1.0,,0.9076923076923076,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn,25,21,new_n149,21,21,new_n211,exact_signature_match,1.0,,0.9071428571428573,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn,25,22,new_n152,22,22,new_n241,exact_signature_match,1.0,,0.9071428571428573,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn,25,23,new_n175,23,23,new_n245,exact_signature_match,1.0,,0.9066666666666668,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn,25,24,new_n184,24,24,new_n251,exact_signature_match,1.0,,0.9066666666666668,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn,25,25,G432,25,25,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,1,new_n46,1,1,new_n44,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,2,new_n54,2,2,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,3,new_n58,3,3,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,4,new_n59,4,4,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,5,G426,5,5,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,6,new_n67,6,6,new_n61,exact_signature_match,1.0,,0.92,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,7,new_n68,7,7,new_n211,exact_signature_match,1.0,,0.7285714285714286,0.5,1.0,2.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,8,new_n69,8,8,new_n85,sat_cec_proven_equivalent,1.0,,0.8533984375000001,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,resyn2,25,9,new_n91,9,9,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,10,new_n95,10,10,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,11,new_n96,11,11,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,12,G427,12,12,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,13,new_n104,13,13,new_n114,exact_signature_match,1.0,,0.9111111111111112,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,14,new_n105,14,14,new_n217,exact_signature_match,1.0,,0.8172619047619047,0.75,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,15,new_n106,15,15,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,16,new_n131,16,16,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,17,new_n135,17,17,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,18,new_n136,18,18,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,19,G428,19,19,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2,25,20,new_n140,20,20,new_n176,exact_signature_match,1.0,,0.9076923076923076,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,21,new_n141,21,21,new_n211,exact_signature_match,1.0,,0.9071428571428573,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,22,new_n144,22,22,new_n241,exact_signature_match,1.0,,0.9071428571428573,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,23,new_n171,23,23,new_n245,exact_signature_match,1.0,,0.9066666666666668,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,24,new_n180,24,24,new_n251,exact_signature_match,1.0,,0.9066666666666668,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2,25,25,G432,25,25,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,1,new_n46,1,1,new_n44,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,2,new_n54,2,2,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,3,new_n58,3,3,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,4,new_n59,4,4,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,5,G426,5,5,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,6,new_n67,6,6,new_n61,exact_signature_match,1.0,,0.92,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,7,new_n68,7,7,new_n211,exact_signature_match,1.0,,0.7285714285714286,0.5,1.0,2.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,8,new_n69,8,8,new_n85,sat_cec_proven_equivalent,1.0,,0.8533984375000001,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,resyn2_like,25,9,new_n91,9,9,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,10,new_n95,10,10,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,11,new_n96,11,11,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,12,G427,12,12,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,13,new_n104,13,13,new_n114,exact_signature_match,1.0,,0.9111111111111112,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,14,new_n105,14,14,new_n217,exact_signature_match,1.0,,0.8172619047619047,0.75,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,15,new_n106,15,15,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,16,new_n131,16,16,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,17,new_n135,17,17,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,18,new_n136,18,18,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,19,G428,19,19,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,resyn2_like,25,20,new_n140,20,20,new_n176,exact_signature_match,1.0,,0.9076923076923076,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,21,new_n141,21,21,new_n211,exact_signature_match,1.0,,0.9071428571428573,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,22,new_n144,22,22,new_n241,exact_signature_match,1.0,,0.9071428571428573,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,23,new_n171,23,23,new_n245,exact_signature_match,1.0,,0.9066666666666668,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,24,new_n180,24,24,new_n251,exact_signature_match,1.0,,0.9066666666666668,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,resyn2_like,25,25,G432,25,25,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,1,new_n51,1,1,new_n51,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,2,new_n53,2,2,new_n53,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,3,new_n54,3,3,new_n54,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,4,new_n55,4,4,new_n55,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,5,new_n56,5,5,new_n56,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,6,new_n57,6,6,new_n57,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,7,new_n58,7,7,new_n58,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,8,new_n59,8,8,new_n59,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,9,G426,9,9,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,10,new_n90,10,10,new_n61,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,11,new_n92,11,11,new_n98,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,12,new_n94,12,12,new_n100,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,13,new_n100,13,13,new_n106,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,14,new_n101,14,14,new_n107,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,15,new_n102,15,15,new_n108,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,16,new_n103,16,16,new_n109,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,17,new_n104,17,17,new_n110,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,18,new_n105,18,18,new_n111,sat_cec_proven_equivalent,1.0,,0.9658935546875,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite,41,19,new_n106,19,19,new_n112,sat_cec_proven_equivalent,1.0,,0.9465576171875,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite,41,20,G427,20,20,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,21,new_n144,21,21,new_n114,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,22,new_n146,22,22,new_n158,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,23,new_n149,23,23,new_n161,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,24,new_n156,24,24,new_n168,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,25,new_n157,25,25,new_n169,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,26,new_n158,26,26,new_n170,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,27,new_n159,27,27,new_n171,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,28,new_n160,28,28,new_n172,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,29,new_n161,29,29,new_n173,sat_cec_proven_equivalent,1.0,,0.92789306640625,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite,41,30,new_n162,30,30,new_n174,sat_cec_proven_equivalent,1.0,,0.88009033203125,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite,41,31,G428,31,31,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,32,new_n194,32,32,new_n176,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,33,new_n198,33,33,new_n186,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,34,new_n199,34,34,new_n223,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,35,new_n206,35,35,new_n230,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite,41,36,G430,36,36,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,37,new_n221,37,37,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,38,new_n222,38,38,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,39,new_n223,39,39,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,40,new_n224,40,40,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite,41,41,G429,41,41,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,1,new_n49,1,1,new_n50,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,2,new_n51,2,2,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,3,new_n52,3,3,new_n54,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,4,new_n53,4,4,new_n55,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,5,new_n54,5,5,new_n56,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,6,new_n55,6,6,new_n57,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,7,new_n56,7,7,new_n58,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,8,G426,8,8,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,9,new_n82,9,9,new_n61,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,10,new_n84,10,10,new_n93,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,11,new_n85,11,11,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,12,new_n86,12,12,new_n95,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,13,new_n92,13,13,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,14,new_n93,14,14,new_n107,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,15,new_n94,15,15,new_n108,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,16,new_n95,16,16,new_n109,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,17,new_n96,17,17,new_n110,sat_cec_proven_equivalent,1.0,,0.96361083984375,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite_z,41,18,new_n97,18,18,new_n111,sat_cec_proven_equivalent,1.0,,0.93890380859375,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite_z,41,19,G427,19,19,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,20,new_n106,20,20,new_n114,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,21,new_n108,21,21,new_n158,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,22,new_n109,22,22,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,23,new_n110,23,23,new_n161,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,24,new_n116,24,24,new_n168,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,25,new_n122,25,25,new_n169,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,26,new_n128,26,26,new_n170,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,27,new_n134,27,27,new_n171,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,28,new_n140,28,28,new_n172,sat_cec_proven_equivalent,1.0,,0.97569580078125,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite_z,41,29,new_n144,29,29,new_n173,sat_cec_proven_equivalent,1.0,,0.91070556640625,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite_z,41,30,new_n148,30,30,new_n174,sat_cec_proven_equivalent,1.0,,0.8678710937499999,1.0,,1.0,,,0.05,SAT/CEC proved equivalence after the initial structural/signature matching stage missed the pair.
external_iscas85_c432,c432,rewrite_z,41,31,G428,31,31,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,32,new_n201,32,32,new_n176,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,33,new_n203,33,33,new_n186,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,34,new_n204,34,34,new_n205,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,35,new_n205,35,35,new_n205,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,36,new_n206,36,36,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,37,new_n207,37,37,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c432,c432,rewrite_z,41,38,new_n208,38,38,new_n233,global_approximate_near_match,0.951416015625,0.048583984375,0.969384765625,1.0,0.9443359375,1.0,sampled,False,0.05,Closest approximate-distance candidate below the configured threshold.
external_iscas85_c432,c432,rewrite_z,41,39,new_n209,39,39,new_n234,global_approximate_near_match,0.973388671875,0.026611328125,0.9852294921875,1.0,0.97314453125,1.0,sampled,False,0.05,Closest approximate-distance candidate below the configured threshold.
external_iscas85_c432,c432,rewrite_z,41,40,new_n210,40,40,new_n236,exact_signature_match,1.0,,0.95,1.0,1.0,2.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c432,c432,rewrite_z,41,41,G429,41,41,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c6288,c6288,balance,120,1,new_n1047,1,1,new_n1047,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,2,new_n1049,2,2,new_n1049,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,3,new_n1050,3,3,new_n1050,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,4,new_n1193,4,4,new_n1193,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,5,new_n1194,5,5,new_n1194,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,6,new_n1196,6,6,new_n1196,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,7,new_n1198,7,7,new_n1198,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,balance,120,8,new_n1199,8,8,new_n1199,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
