benchmark,benchmark_family,optimization,original_node,optimized_node,candidate_rank,combined_score,support_overlap,sat_status,formal_label,match_category,seed,sample_count,exact_support_limit,original_blif,optimized_blif,cofactor_status,cofactor_skipped_reason,cofactor_mode,cofactor_evidence_level,pattern_count,variables_tested,exact_matching_cofactor_branches,sampled_matching_cofactor_branches,mean_cofactor_error,max_cofactor_error,min_cofactor_error,cofactor_error_variance,cofactor_consistency_score,mean_cofactor_similarity,worst_cofactor_variable,best_cofactor_variable,sensitivity_status,sensitivity_skipped_reason,sensitivity_mode,sensitivity_evidence_level,sensitivity_pattern_count,sensitivity_seed,original_support_size,optimized_support_size,sensitivity_cosine_similarity,sensitivity_l1_distance,sensitivity_l2_distance,dominant_variable_agreement,inactive_variable_agreement,sensitivity_rank_correlation,boolean_difference_similarity,original_dominant_sensitivity_variable,optimized_dominant_sensitivity_variable,original_max_sensitivity,optimized_max_sensitivity,original_mean_sensitivity,optimized_mean_sensitivity,original_sensitivity_entropy,optimized_sensitivity_entropy,original_inactive_support_variables,optimized_inactive_support_variables,functional_feature_mode,functional_feature_evidence_level,support_size_bucket,runtime_seconds,baseline,cofactor_only,sensitivity_only,cofactor_plus_sensitivity,full_combined
external_iscas85_c432,iscas85,balance,new_n169,new_n171,1,0.8694637044270834,0.9666666666666668,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_balance.blif,ok,,sampled,sampled_estimate,256,29,0,3,0.03964670613606601,0.08620689655172414,0.0,0.0002935411542558326,0.9657339144776744,0.960353293863934,G6,G16,ok,,sampled,sampled_estimate,256,29,30,29,0.823857858005813,0.019401041666666667,0.04080115055631091,0,0.8666666666666667,0.9586206896551724,0.9805989583333333,G8,G5,0.14453125,0.140625,0.045182291666666666,0.03046875,0.7283983173741553,0.6076966701676142,18,21,sampled,sampled_estimate,13+,0.14436408411711454,0.8694637044270834,0.9586566161599255,0.8006123381859491,0.8796344771729373,0.8977690089807349
external_iscas85_c432,iscas85,balance,new_n234,new_n234,1,0.8813095990349264,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_balance.blif,ok,,sampled,sampled_estimate,256,36,0,4,0.0392138974492154,0.08,0.0,0.0002856085092534934,0.9662000882099676,0.9607861025507846,G33,G28,ok,,sampled,sampled_estimate,256,29,36,36,0.7221351055530567,0.010308159722222222,0.027918986513530687,0,0.9444444444444444,0.8782496782496783,0.9896918402777778,G6,G26,0.046875,0.12890625,0.004665798611111111,0.01171875,0.47814027252601204,0.38455301540404835,30,32,sampled,sampled_estimate,13+,0.18364345817826688,0.8813095990349264,0.9596851844082568,0.7657973860405421,0.8627412852243994,0.8891973973235252
external_iscas85_c432,iscas85,balance,new_n176,new_n235,1,0.8769677734375,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_balance.blif,ok,,sampled,sampled_estimate,256,18,0,4,0.06601743073477913,0.14285714285714285,0.0,0.0012039756690653397,0.9306032949178323,0.9339825692652208,G6,G12,ok,,sampled,sampled_estimate,256,29,18,36,0.0,0.014105902777777778,0.04321465306061482,0,0.8888888888888888,0.8352638352638353,0.9858940972222222,G9,G6,0.0,0.16015625,0.0,0.014105902777777778,0.0,0.38072601190611116,18,32,sampled,sampled_estimate,13+,0.16664074989967048,0.8769677734375,0.9244399971619207,0.4339518229166667,0.6791959100392937,0.7656009665363286
external_iscas85_c432,iscas85,balance,new_n176,new_n236,1,0.9094997829861112,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_balance.blif,ok,,sampled,sampled_estimate,256,18,0,36,0.0,0.0,0.0,0.0,1.0,1.0,G8,G1,ok,,sampled,sampled_estimate,256,29,18,36,0.0,0.0015190972222222222,0.0037961926398732424,0,0.8055555555555556,0.5621621621621622,0.9984809027777778,G9,G34,0.0,0.01171875,0.0,0.0015190972222222222,0.0,0.5117276002481808,18,29,sampled,sampled_estimate,13+,0.16725975018925965,0.9094997829861112,1.0,0.43002387152777777,0.7150119357638889,0.8091229926215278
external_iscas85_c432,iscas85,dc2,new_n161,new_n105,1,0.8790188259548611,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_dc2.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.1921931516228375,0.3418803418803419,0.047619047619047616,0.002125592002744875,0.9077917139787346,0.8078068483771625,G3,G2,ok,,sampled,sampled_estimate,256,29,28,28,0.0,0.04310344827586207,0.0945769918186528,0,0.7586206896551724,0.7793103448275862,0.9568965517241379,G30,G3,0.16015625,0.26953125,0.016567887931034482,0.026535560344827586,0.40255748967930216,0.32569264717351326,24,25,sampled,sampled_estimate,13+,0.12070966698229313,0.8790188259548611,0.8478298054322767,0.4107758620689655,0.6293028337506211,0.7364931373915473
external_iscas85_c432,iscas85,dc2,new_n149,new_n120,1,0.87710205078125,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_dc2.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.1370206417441885,0.2459016393442623,0.03731343283582089,0.0013801454503121577,0.9256993822283514,0.8629793582558115,G14,G12,ok,,sampled,sampled_estimate,256,29,28,28,0.0,0.04000538793103448,0.08857566485116232,0,0.7586206896551724,0.33891625615763543,0.9599946120689655,G25,G14,0.13671875,0.265625,0.014682112068965518,0.025323275862068964,0.4063611297345448,0.325623587956168,24,25,sampled,sampled_estimate,13+,0.12214329093694687,0.87710205078125,0.8865872716807011,0.4118601831896551,0.6492237274351781,0.7498381143624976
external_iscas85_c432,iscas85,dc2,new_n167,new_n134,1,0.88255615234375,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_dc2.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.16421987409596486,0.288,0.04580152671755725,0.0013735334954931057,0.9258775743652947,0.8357801259040352,G6,G12,ok,,sampled,sampled_estimate,256,29,28,28,0.0,0.04296875,0.09247004753724823,0,0.7586206896551724,0.9502463054187192,0.95703125,G35,G7,0.15625,0.26171875,0.017645474137931036,0.025323275862068964,0.4078567951011896,0.3253791808917256,24,25,sampled,sampled_estimate,13+,0.12443779199384153,0.88255615234375,0.8729557099673244,0.4108230064655172,0.6418893582164208,0.74720692101815
external_iscas85_c432,iscas85,dc2,new_n176,new_n163,1,0.877587890625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_dc2.blif,ok,,sampled,sampled_estimate,256,18,0,4,0.07763815624089875,0.16,0.0,0.0015289619267434729,0.9217961145020666,0.9223618437591012,G18,G34,ok,,sampled,sampled_estimate,256,29,18,36,0.0,0.013997395833333334,0.04210684645057325,0,0.8888888888888888,0.8728442728442729,0.9860026041666666,G9,G22,0.0,0.13671875,0.0,0.013997395833333334,0.0,0.38608530816853925,18,32,sampled,sampled_estimate,13+,0.149597791954875,0.877587890625,0.913814508291822,0.43398980034722223,0.673902154319522,0.7621102184742401
external_iscas85_c432,iscas85,resyn2,new_n124,new_n110,1,0.8520556640625001,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,18,0,0,0.28914667110749503,0.4881889763779528,0.09302325581395349,0.002639292922249097,0.8972519017743084,0.710853328892505,G12,G10,ok,,sampled,sampled_estimate,256,29,19,19,0.0,0.0810546875,0.17110757292905499,0,0.75,0.9278195488721804,0.9189453125,G6,G30,0.26953125,0.48046875,0.035546875,0.0455078125,0.36517562777570267,0.23085837588714767,16,17,sampled,sampled_estimate,13+,0.07764879195019603,0.8520556640625001,0.7934683134504511,0.396630859375,0.5950495864127255,0.7014458445033396
external_iscas85_c432,iscas85,resyn2,new_n125,new_n111,1,0.8776760525173611,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.20272726394191118,0.3383458646616541,0.05042016806722689,0.0022349693563680877,0.9054490749623656,0.7972727360580888,G6,G30,ok,,sampled,sampled_estimate,256,29,28,28,0.0,0.04283405172413793,0.09150624043928313,0,0.7586206896551724,0.9330049261083744,0.9571659482758621,G7,G30,0.16015625,0.26953125,0.01845366379310345,0.024380387931034482,0.4071122165649801,0.3240270791328672,24,25,sampled,sampled_estimate,13+,0.12350583402439952,0.8776760525173611,0.8432078623834667,0.41087015086206896,0.6270390066227678,0.7345706138255981
external_iscas85_c432,iscas85,resyn2,new_n176,new_n167,1,0.875087890625,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,18,0,4,0.043026337160762505,0.09166666666666666,0.0,0.000588984497290683,0.951461994384166,0.9569736628392375,G30,G22,ok,,sampled,sampled_estimate,256,29,18,36,0.0,0.012912326388888888,0.039435072189864084,0,0.8888888888888888,0.8731016731016731,0.9870876736111112,G9,G22,0.0,0.1484375,0.0,0.012912326388888888,0.0,0.3818571454100025,18,32,sampled,sampled_estimate,13+,0.15064141689799726,0.875087890625,0.9490782122383578,0.4343695746527778,0.6917238934455678,0.7739047499697848
external_iscas85_c432,iscas85,resyn2,new_n176,new_n168,1,0.8761990017361111,1.0,rejected,rejected_non_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_resyn2.blif,ok,,sampled,sampled_estimate,256,18,0,4,0.08542201524622663,0.18032786885245902,0.0,0.0017321922262174244,0.9167607730401723,0.9145779847537734,G28,G22,ok,,sampled,sampled_estimate,256,29,18,36,0.0,0.015733506944444444,0.047766230959700874,0,0.8888888888888888,0.8754182754182754,0.9842664930555556,G9,G30,0.0,0.17578125,0.0,0.015733506944444444,0.0,0.3835604635787366,18,32,sampled,sampled_estimate,13+,0.1503958748653531,0.8761990017361111,0.9062879329506696,0.43338216145833336,0.6698350472045015,0.7585097597275945
external_iscas85_c432,iscas85,rewrite,new_n111,new_n105,1,0.9658935546875,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,25,0,3,0.054907873281866415,0.11864406779661017,0.0,0.0005908143691389466,0.9513866533084196,0.9450921267181336,G26,G11,ok,,sampled,sampled_estimate,256,29,25,25,0.9018502098306805,0.0303125,0.04673155133980682,0,0.96,0.4392307692307692,0.9696875,G11,G27,0.14453125,0.25,0.0953125,0.0884375,0.9409859291414547,0.9128690676810328,4,5,sampled,sampled_estimate,13+,0.11436474998481572,0.9658935546875,0.9421804968913166,0.8412232194238062,0.8917018581575613,0.945752721027644
external_iscas85_c432,iscas85,rewrite,new_n112,new_n106,1,0.9465576171875,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,26,0,0,0.10880022589396902,0.1791044776119403,0.03278688524590164,0.0011402962584309466,0.9324634540879992,0.891199774106031,G19,G31,ok,,sampled,sampled_estimate,256,29,26,26,0.8611336660094979,0.038010817307692304,0.04939276890894849,0,0.9230769230769231,0.032478632478632474,0.9619891826923077,G4,G31,0.13671875,0.19921875,0.0907451923076923,0.07677283653846154,0.9709274243317839,0.9249666431544976,2,4,sampled,sampled_estimate,13+,0.11899775010533631,0.9465576171875,0.9068643729243164,0.8165140559542741,0.8616892144392952,0.9179773402526363
external_iscas85_c432,iscas85,rewrite,new_n118,new_n110,1,0.88111572265625,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,18,0,0,0.3050892841742678,0.4806201550387597,0.12598425196850394,0.0027508917816520674,0.8951021109525636,0.6949107158257322,G26,G8,ok,,sampled,sampled_estimate,256,29,19,19,0.0,0.0873046875,0.18508165361769213,0,0.75,0.5819548872180451,0.9126953125,G5,G36,0.26953125,0.5,0.0375,0.0498046875,0.3653663974452034,0.23137564638500877,16,17,sampled,sampled_estimate,13+,0.08627820806577802,0.88111572265625,0.7874628960590404,0.394443359375,0.5909531277170202,0.7122520924664605
external_iscas85_c432,iscas85,rewrite,new_n119,new_n111,1,0.8511718750000001,1.0,verified,verified_equivalent,non_exact_candidate,29,256,8,benchmarks/external/iscas85/c432.blif,temporary_abc_variant:external_iscas85_c432_rewrite.blif,ok,,sampled,sampled_estimate,256,27,0,0,0.25482405112493195,0.4583333333333333,0.07352941176470588,0.0025118434566851074,0.8997634107386907,0.745175948875068,G34,G1,ok,,sampled,sampled_estimate,256,29,28,28,0.0,0.05091594827586207,0.13972036010359568,0,0.7931034482758621,0.6832512315270935,0.9490840517241379,G5,G34,0.125,0.5078125,0.01602909482758621,0.03488685344827586,0.4108208284380845,0.20584461890561098,24,26,sampled,sampled_estimate,13+,0.13487624982371926,0.8511718750000001,0.8098481246792204,0.41148976293103445,0.6106689438051274,0.7094893592909921
external_iscas85_c6288,iscas85,dc2,new_n105,new_n100,1,0.8945190429687501,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,128,7,1,0,0.0625,0.125,0.0,0.00146484375,0.9234534455380257,0.9375,G4,G1,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9923487295578761,0.049107142857142856,0.06576303510114391,0,1.0,0.5,0.9508928571428571,G17,G4,0.46875,0.5,0.3794642857142857,0.42857142857142855,0.9737361390756215,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.2864752090536058,0.8945190429687501,0.9235243950459142,0.8793694283010441,0.9014469116734791,0.9186658535915099
external_iscas85_c6288,iscas85,dc2,new_n1059,new_n1001,1,0.92529296875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,64,6,2,0,0.046875,0.09375,0.0,0.0008951822916666666,0.9401608057652289,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9781669751270667,0.03125,0.03125,1,1.0,0.8285714285714285,0.96875,G19,G19,0.1875,0.15625,0.125,0.11458333333333333,0.9513282751069652,0.9824068071482792,0,0,exhaustive,formal_exhaustive,5-8,0.24530183314345777,0.92529296875,0.9413071931708759,0.97923763880718,0.9602724159890279,0.988639043359606
external_iscas85_c6288,iscas85,dc2,new_n1205,new_n1002,1,0.9066121419270834,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,64,6,1,0,0.046875,0.09375,0.0,0.0005696614583333334,0.9522648365108767,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9919329950175891,0.0625,0.06987712429686843,1,1.0,0.9428571428571428,0.9375,G19,G19,0.40625,0.4375,0.3125,0.375,0.9595449188244556,0.9833729826166658,0,0,exhaustive,formal_exhaustive,5-8,0.24466020800173283,0.9066121419270834,0.9479644100809821,0.9744948477579151,0.9612296289194486,0.9815933804220013
external_iscas85_c6288,iscas85,dc2,new_n1210,new_n1005,1,0.88162841796875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_dc2.blif,ok,,exhaustive,formal_exhaustive,128,7,2,0,0.078125,0.15625,0.0,0.0020228794642857145,0.9100471353588845,0.921875,G20,G14,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9955558510606185,0.10714285714285714,0.11080065755348979,0,1.0,0.8571428571428572,0.8928571428571429,G14,G20,0.4375,0.5,0.32142857142857145,0.42857142857142855,0.9831426483344479,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.27808370790444314,0.88162841796875,0.9075571744473865,0.8605001329772782,0.8840286537123323,0.9017363071025214
external_iscas85_c6288,iscas85,resyn2,new_n1059,new_n1001,1,0.92529296875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,64,6,2,0,0.046875,0.09375,0.0,0.0008951822916666666,0.9401608057652289,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9781669751270667,0.03125,0.03125,1,1.0,0.8285714285714285,0.96875,G19,G19,0.1875,0.15625,0.125,0.11458333333333333,0.9513282751069652,0.9824068071482792,0,0,exhaustive,formal_exhaustive,5-8,0.2456229159142822,0.92529296875,0.9413071931708759,0.97923763880718,0.9602724159890279,0.988639043359606
external_iscas85_c6288,iscas85,resyn2,new_n1205,new_n1002,1,0.9066121419270834,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,64,6,1,0,0.046875,0.09375,0.0,0.0005696614583333334,0.9522648365108767,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9919329950175891,0.0625,0.06987712429686843,1,1.0,0.9428571428571428,0.9375,G19,G19,0.40625,0.4375,0.3125,0.375,0.9595449188244556,0.9833729826166658,0,0,exhaustive,formal_exhaustive,5-8,0.24575533298775554,0.9066121419270834,0.9479644100809821,0.9744948477579151,0.9612296289194486,0.9815933804220013
external_iscas85_c6288,iscas85,resyn2,new_n1210,new_n1005,1,0.88162841796875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,128,7,2,0,0.078125,0.15625,0.0,0.0020228794642857145,0.9100471353588845,0.921875,G20,G14,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9955558510606185,0.10714285714285714,0.11080065755348979,0,1.0,0.8571428571428572,0.8928571428571429,G14,G20,0.4375,0.5,0.32142857142857145,0.42857142857142855,0.9831426483344479,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.27611154201440513,0.88162841796875,0.9075571744473865,0.8605001329772782,0.8840286537123323,0.9017363071025214
external_iscas85_c6288,iscas85,resyn2,new_n1064,new_n1007,1,0.89166259765625,0.875,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_resyn2.blif,ok,,exhaustive,formal_exhaustive,256,7,1,0,0.1171875,0.234375,0.0,0.0031563895089285715,0.887636491529882,0.8828125,G19,G13,ok,,exhaustive,formal_exhaustive,128,0,7,8,0.8990116635869912,0.06640625,0.08341467384399462,0,0.875,0.1428571428571429,0.93359375,G19,G13,0.125,0.21875,0.08984375,0.15625,0.9314128620071588,0.9920631153030491,0,0,exhaustive,formal_exhaustive,5-8,0.30957520799711347,0.89166259765625,0.8737469453414352,0.8188130611141461,0.8462800032277906,0.8835490917893376
external_iscas85_c6288,iscas85,rewrite,new_n1200,new_n1224,1,0.9149373372395834,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,32,5,5,0,0.03125,0.0625,0.0,0.0009765625,0.9375,0.96875,G19,G15,ok,,exhaustive,formal_exhaustive,16,0,5,5,0.9980241039774619,0.0625,0.0625,1,1.0,1.0,0.9375,G19,G19,0.4375,0.5,0.3125,0.375,0.9229253051315861,0.9501753880799719,0,0,exhaustive,formal_exhaustive,5-8,0.2325074588879943,0.9149373372395834,0.9484375,0.9772358467898579,0.962836673394929,0.9864254173544319
external_iscas85_c6288,iscas85,rewrite,new_n1059,new_n1226,1,0.92529296875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,2,0,0.046875,0.09375,0.0,0.0008951822916666666,0.9401608057652289,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9781669751270667,0.03125,0.03125,1,1.0,0.8285714285714285,0.96875,G19,G19,0.1875,0.15625,0.125,0.11458333333333333,0.9513282751069652,0.9824068071482792,0,0,exhaustive,formal_exhaustive,5-8,0.2805685829371214,0.92529296875,0.9413071931708759,0.97923763880718,0.9602724159890279,0.988639043359606
external_iscas85_c6288,iscas85,rewrite,new_n1205,new_n1227,1,0.97327880859375,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,64,6,1,0,0.046875,0.09375,0.0,0.0005696614583333334,0.9522648365108767,0.953125,G19,G14,ok,,exhaustive,formal_exhaustive,32,0,6,6,0.9919329950175891,0.0625,0.06987712429686843,1,1.0,0.9428571428571428,0.9375,G19,G19,0.40625,0.4375,0.3125,0.375,0.9595449188244556,0.9833729826166658,0,0,exhaustive,formal_exhaustive,5-8,0.27205433300696313,0.97327880859375,0.9479644100809821,0.9744948477579151,0.9612296289194486,1.0
external_iscas85_c6288,iscas85,rewrite,new_n1210,new_n1230,1,0.90662841796875,1.0,rejected,rejected_non_equivalent,non_exact_candidate,0,256,8,benchmarks/external/iscas85/c6288.blif,temporary_abc_variant:external_iscas85_c6288_rewrite.blif,ok,,exhaustive,formal_exhaustive,128,7,2,0,0.078125,0.15625,0.0,0.0020228794642857145,0.9100471353588845,0.921875,G20,G14,ok,,exhaustive,formal_exhaustive,64,0,7,7,0.9955558510606185,0.10714285714285714,0.11080065755348979,0,1.0,0.8571428571428572,0.8928571428571429,G14,G20,0.4375,0.5,0.32142857142857145,0.42857142857142855,0.9831426483344479,0.990495397526309,0,0,exhaustive,formal_exhaustive,5-8,0.3107474579010159,0.90662841796875,0.9075571744473865,0.8605001329772782,0.8840286537123323,0.9129863071025214
