benchmark,circuit,optimization,path_length,path_index,optimized_node,mapped_original_node,mapping_category,ranking_mode,baseline_rank,enhanced_rank,rank_delta,cofactor_consistency_score,max_cofactor_error,sensitivity_cosine_similarity,boolean_difference_similarity,functional_feature_mode,functional_feature_evidence_level
external_iscas85_c432,c432,dc2,26,10,new_n84,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,11,new_n96,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,12,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,13,new_n115,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,14,new_n116,new_n199,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,15,new_n117,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,16,new_n121,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,17,new_n129,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,18,new_n135,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,19,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,20,new_n139,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,21,new_n140,new_n199,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,22,new_n170,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,23,new_n171,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,24,new_n172,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,25,new_n173,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,dc2,26,26,G432,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,1,new_n51,new_n51,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,2,new_n53,new_n53,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,3,new_n54,new_n54,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,4,new_n55,new_n55,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,5,new_n56,new_n56,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,6,new_n57,new_n57,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,7,new_n58,new_n58,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,8,new_n59,new_n59,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,9,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,10,new_n95,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,11,new_n97,new_n98,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,12,new_n99,new_n100,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,13,new_n105,new_n106,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,14,new_n106,new_n107,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,15,new_n107,new_n108,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,16,new_n108,new_n109,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,17,new_n109,new_n110,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,18,new_n110,new_n111,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,19,new_n111,new_n112,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,20,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,21,new_n154,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,22,new_n156,new_n158,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,23,new_n159,new_n161,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,24,new_n166,new_n168,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,25,new_n167,new_n169,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,26,new_n168,new_n170,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,27,new_n169,new_n171,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,28,new_n170,new_n172,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,29,new_n171,new_n173,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,30,new_n172,new_n174,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,31,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,32,new_n216,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,33,new_n220,new_n186,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,34,new_n221,new_n223,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,35,new_n228,new_n230,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,36,new_n229,new_n231,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,37,new_n230,new_n232,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,38,new_n231,new_n233,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,39,new_n232,new_n234,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,40,new_n233,new_n235,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,41,new_n234,new_n236,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor,42,42,G429,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,1,new_n55,new_n45,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,2,new_n57,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,3,new_n58,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,4,new_n59,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,5,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,6,new_n101,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,7,new_n103,new_n67,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,8,new_n104,new_n70,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,9,new_n110,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,10,new_n111,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,11,new_n112,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,12,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,13,new_n164,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,14,new_n166,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,15,new_n167,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,16,new_n168,new_n155,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,17,new_n169,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,18,new_n170,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,19,new_n171,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,20,new_n172,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,21,new_n173,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,22,new_n174,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,23,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,24,new_n222,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,25,new_n223,new_n193,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,26,new_n224,new_n193,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,27,new_n231,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,28,new_n232,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,29,new_n233,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,30,new_n234,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,31,new_n235,new_n176,global_approximate_near_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,32,new_n236,new_n176,global_approximate_near_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,refactor_z,33,33,G429,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,1,new_n51,new_n51,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,2,new_n53,new_n53,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,3,new_n54,new_n54,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,4,new_n55,new_n55,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,5,new_n56,new_n56,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,6,new_n57,new_n57,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,7,new_n58,new_n58,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,8,new_n59,new_n59,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,9,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,10,new_n82,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,11,new_n84,new_n98,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,12,new_n86,new_n100,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,13,new_n92,new_n106,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,14,new_n93,new_n107,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,15,new_n94,new_n108,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,16,new_n95,new_n109,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,17,new_n96,new_n110,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,18,new_n97,new_n111,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,19,new_n98,new_n112,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,20,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,21,new_n128,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,22,new_n130,new_n158,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,23,new_n133,new_n161,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,24,new_n140,new_n168,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,25,new_n141,new_n169,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,26,new_n142,new_n170,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,27,new_n143,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,28,new_n144,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,29,new_n145,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,30,new_n146,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,31,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,32,new_n178,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,33,new_n182,new_n186,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,34,new_n183,new_n223,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,35,new_n190,new_n230,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,36,G430,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,37,new_n205,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,38,new_n206,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,39,new_n207,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,40,new_n208,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resub,41,41,G429,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,1,new_n46,new_n46,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,2,new_n54,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,3,new_n58,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,4,new_n59,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,5,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,6,new_n67,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,7,new_n68,new_n217,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,8,new_n69,new_n90,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,9,new_n91,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,10,new_n95,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,11,new_n96,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,12,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,13,new_n104,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,14,new_n105,new_n229,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,15,new_n106,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,16,new_n135,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,17,new_n139,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,18,new_n140,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,19,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,20,new_n144,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,21,new_n149,new_n211,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,22,new_n152,new_n241,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,23,new_n175,new_n245,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,24,new_n184,new_n251,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn,25,25,G432,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,1,new_n46,new_n44,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,2,new_n54,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,3,new_n58,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,4,new_n59,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,5,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,6,new_n67,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,7,new_n68,new_n211,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,8,new_n69,new_n85,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,9,new_n91,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,10,new_n95,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,11,new_n96,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,12,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,13,new_n104,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,14,new_n105,new_n217,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,15,new_n106,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,16,new_n131,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,17,new_n135,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,18,new_n136,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,19,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,20,new_n140,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,21,new_n141,new_n211,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,22,new_n144,new_n241,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,23,new_n171,new_n245,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,24,new_n180,new_n251,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2,25,25,G432,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,1,new_n46,new_n44,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,2,new_n54,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,3,new_n58,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,4,new_n59,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,5,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,6,new_n67,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,7,new_n68,new_n211,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,8,new_n69,new_n85,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,9,new_n91,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,10,new_n95,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,11,new_n96,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,12,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,13,new_n104,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,14,new_n105,new_n217,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,15,new_n106,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,16,new_n131,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,17,new_n135,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,18,new_n136,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,19,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,20,new_n140,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,21,new_n141,new_n211,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,22,new_n144,new_n241,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,23,new_n171,new_n245,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,24,new_n180,new_n251,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,resyn2_like,25,25,G432,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,1,new_n51,new_n51,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,2,new_n53,new_n53,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,3,new_n54,new_n54,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,4,new_n55,new_n55,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,5,new_n56,new_n56,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,6,new_n57,new_n57,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,7,new_n58,new_n58,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,8,new_n59,new_n59,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,9,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,10,new_n90,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,11,new_n92,new_n98,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,12,new_n94,new_n100,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,13,new_n100,new_n106,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,14,new_n101,new_n107,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,15,new_n102,new_n108,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,16,new_n103,new_n109,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,17,new_n104,new_n110,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,18,new_n105,new_n111,sat_cec_proven_equivalent,full_combined,1.0,1.0,0.0,0.9431044538704426,0.1282051282051282,0.9003393380484105,0.9690625,sampled,sampled_estimate
external_iscas85_c432,c432,rewrite,41,19,new_n106,new_n112,sat_cec_proven_equivalent,full_combined,1.0,1.0,0.0,0.9460226989578828,0.152,0.8574440871831772,0.9606370192307692,sampled,sampled_estimate
external_iscas85_c432,c432,rewrite,41,20,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,21,new_n144,new_n114,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,22,new_n146,new_n158,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,23,new_n149,new_n161,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,24,new_n156,new_n168,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,25,new_n157,new_n169,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,26,new_n158,new_n170,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,27,new_n159,new_n171,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,28,new_n160,new_n172,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,29,new_n161,new_n173,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,30,new_n162,new_n174,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,31,G428,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,32,new_n194,new_n176,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,33,new_n198,new_n186,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,34,new_n199,new_n223,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,35,new_n206,new_n230,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,36,G430,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,37,new_n221,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,38,new_n222,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,39,new_n223,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,40,new_n224,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite,41,41,G429,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,1,new_n49,new_n50,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,2,new_n51,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,3,new_n52,new_n54,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,4,new_n53,new_n55,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,5,new_n54,new_n56,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,6,new_n55,new_n57,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,7,new_n56,new_n58,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,8,G426,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,9,new_n82,new_n61,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,10,new_n84,new_n93,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,11,new_n85,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,12,new_n86,new_n95,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,13,new_n92,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,14,new_n93,new_n107,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,15,new_n94,new_n108,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,16,new_n95,new_n109,exact_signature_match,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,17,new_n96,new_n110,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,18,new_n97,new_n111,sat_cec_proven_equivalent,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,19,G427,,unresolved,full_combined,,,,,,,,,
external_iscas85_c432,c432,rewrite_z,41,20,new_n106,new_n114,exact_signature_match,full_combined,,,,,,,,,
